Identifier	Character	Dialogue	Filename	Line Number
hilltopConversationRoot_2f24360c	f	Although, if you want my opinion, I think you might also be missing a clear idea of exactly what it will look like when you find it.	game/hilltopconversation.rpy	253
hilltopConversationRoot_5aefe8dd	f	But let's think through it.	game/hilltopconversation.rpy	254
hilltopConversationRoot_cf31b99f	f	You've gotten this far by saving and loading your games to make sure that you never make mistakes, right?	game/hilltopconversation.rpy	255
hilltopConversationRoot_699782ec	f	But now you're worried that there might not actually {i}be{/i} a choice you can make that leads to what you want?	game/hilltopconversation.rpy	257
hilltopConversationRoot_1f05e810	f	Are you worrying now that I'll die anyway, no matter what choices you make?	game/hilltopconversation.rpy	259
hilltopConversationRoot_acb0b47c	f	If you've reached the end of what you can accomplish with good choices, then all that's left are bad choices, right?	game/hilltopconversation.rpy	260
hilltopConversationRoot_871649c0	f	What else can you do, right? If your choices are all bad ones, then you either have to pick one anyway... or stop playing by the game's rules.	game/hilltopconversation.rpy	261
hilltopConversationRoot_261d1685		She nervously fiddles with her hat for a moment.	game/hilltopconversation.rpy	263
hilltopConversationRoot_0080d686	f	Did you ever see the movie {i}Groundhog Day{/i}, with Bill whats-his-name? Murney? Murray? Bill Murray, I think.	game/hilltopconversation.rpy	264
hilltopConversationRoot_90bd363d	f	Oh, cool. Wasn't that a great movie?	game/hilltopconversation.rpy	267
hilltopConversationRoot_c6ab3a05	f	Anyway, I'm just thinking about how that movie ended.	game/hilltopconversation.rpy	268
hilltopConversationRoot_be900220	f	What?!? But... it's like the best existential comedy ever!	game/hilltopconversation.rpy	270
hilltopConversationRoot_4b67cb56	f	You should totally see it!	game/hilltopconversation.rpy	271
hilltopConversationRoot_e29c808a	f	But anyway, it was about a guy who's a total jerk to everyone, and then he has this day, Groundhog Day, where he can't get out.	game/hilltopconversation.rpy	272
hilltopConversationRoot_4cf077a4	f	Like, every morning, no matter what he does during the day, he wakes up, and it's Groundhog Day again.	game/hilltopconversation.rpy	273
hilltopConversationRoot_26dd2262	f	And at first he's like 'this sucks' and sulks a lot.	game/hilltopconversation.rpy	274
hilltopConversationRoot_bfa984ce	f	And then he's like 'this is awesome!' and uses his knowledge of how the day will go to totally mess with everyone.	game/hilltopconversation.rpy	275
hilltopConversationRoot_0cf6b8af	f	Like by the end he's learned everything about everyone in town, and can surprise people with things like 'Hey, how's your novel coming?'	game/hilltopconversation.rpy	276
hilltopConversationRoot_e88c3e1a	f	And they're all confused, since they never told him about it. Except they did, last time he replayed the day.	game/hilltopconversation.rpy	277
hilltopConversationRoot_17cce506	f	Except then, he goes back to 'this sucks', because he is still stuck in the same day forever, with people who he knows intimately now, but who never remember him each morning when it resets.	game/hilltopconversation.rpy	278
hilltopConversationRoot_7bd6546e	f	He kept doing all the things with the townsfolk, and making changes. But ultimately, he couldn't get out until he changed himself in some way.	game/hilltopconversation.rpy	279
hilltopConversationRoot_fa821f53	f	I wonder if this is sort of like that?	game/hilltopconversation.rpy	280
hilltopConversationRoot_4c65a8c2	f	Obviously it isn't a perfect analogy. But maybe the choice you need to make to 'win' isn't something that you can {i}do{/i}, but rather something you have to {i}be{/i}?	game/hilltopconversation.rpy	281
hilltopConversationRoot_4b4946a5	f	I assume it's hard because it's trying to tell one of us something.	game/hilltopconversation.rpy	286
hilltopConversationRoot_7a6c55b6	f	Although, I guess the other option is just that you're bad at games.	game/hilltopconversation.rpy	287
hilltopConversationRoot_78007235	f	But it sounds like you've already made it a ways in this one, if you've averted my death multiple times already.	game/hilltopconversation.rpy	288
hilltopConversationRoot_c4a4bab2	f	Maybe the problem is just that you're looking for the wrong thing?	game/hilltopconversation.rpy	289
hilltopConversationRoot_d43a81e4	f	You got this far by saving and reloading away all of the mistakes until you had a day where you had done everything perfectly, right?	game/hilltopconversation.rpy	290
hilltopConversationRoot_aa5c2cee	f	And now we're here.	game/hilltopconversation.rpy	291
hilltopConversationRoot_e5ffd577		She gestures up at the sky, still covered in shooting stars.	game/hilltopconversation.rpy	293
hilltopConversationRoot_079c19ce	f	Which, honestly, is still kind of perfect, in its own way.	game/hilltopconversation.rpy	294
hilltopConversationRoot_c52adf04		She makes a vague gesture at the starry expanse over your heads.	game/hilltopconversation.rpy	296
hilltopConversationRoot_09aa5b9c	f	And it's still kind of perfect, honestly.	game/hilltopconversation.rpy	297
hilltopConversationRoot_139bede8	f	Even knowing that I'm... Probably going to die soon. It's still kind of magical.	game/hilltopconversation.rpy	299
hilltopConversationRoot_ca80e5f5		She's quiet for a moment.	game/hilltopconversation.rpy	300
hilltopConversationRoot_22fbdc7b	f	This actually reminds me of a different game, now that I think of it.	game/hilltopconversation.rpy	301
hilltopConversationRoot_19275503	f	Did you ever play {i}Chrono Trigger{/i}, back on the Super Nintendo?	game/hilltopconversation.rpy	303
hilltopConversationRoot_f4b27cfa	f	Yeah, wasn't that game great? It had that ending, though, that reminds me of this.	game/hilltopconversation.rpy	306
hilltopConversationRoot_7c1eecae	f	Do you remember how that game ended, if you died?	game/hilltopconversation.rpy	307
hilltopConversationRoot_73068639	f	Ahh, it was a great game. It was about some kids who build a time machine, see. And they go to the future, and discover that the world is doomed.	game/hilltopconversation.rpy	310
hilltopConversationRoot_7634ee90	f	It's all going to be eaten up by this giant alien, and everyone is miserable or dead.	game/hilltopconversation.rpy	311
hilltopConversationRoot_0a2785c0	f	So most of the game is you, playing the kids, bouncing around through time, trying to figure out what they have to do to change the future, so that it doesn't end up all awful.	game/hilltopconversation.rpy	312
hilltopConversationRoot_3896fec4	f	It had an ending, though, that reminds me a lot of this.	game/hilltopconversation.rpy	313
hilltopConversationRoot_6428c9bc	f	Whenever you hit a game over, it would show you the world of the future, right as the disaster hit.	game/hilltopconversation.rpy	314
hilltopConversationRoot_30ca8b38	f	Explosions spread across it, and you saw the planet from space, slowly turning grey.	game/hilltopconversation.rpy	315
hilltopConversationRoot_cff1874a	f	And then it had this horrible alien sound, and words appeared, saying 'But... the Future Refused to Change.'	game/hilltopconversation.rpy	316
hilltopConversationRoot_2d01e504	f	Gave me chills as a kid, honestly. Was way more powerful than just a generic 'game over' screen.	game/hilltopconversation.rpy	317
hilltopConversationRoot_44d0aed4	f	Anyway, I was just reminded of it because... Yeah. All of this.	game/hilltopconversation.rpy	318
hilltopConversationRoot_e3ebaf4b	f	You're basically trying to do the same thing - fix the bad future that you know is coming.	game/hilltopconversation.rpy	319
hilltopConversationRoot_b3b32bc1	f	But it keeps refusing to budge.	game/hilltopconversation.rpy	320
hilltopConversationRoot_5e0a1f42	f	I'm not sure what to suggest. If you were playing Chrono Trigger, you could go punch an alien until the future got better.	game/hilltopconversation.rpy	321
hilltopConversationRoot_e79e15ae	f	That solution might not be applicable to this problem, though.	game/hilltopconversation.rpy	322
hilltopConversationRoot_06398373		She sighs.	game/hilltopconversation.rpy	324
hilltopConversationRoot_593d439b	f	That was such a good game.	game/hilltopconversation.rpy	325
hilltopConversationRoot_60634ff3	f	You should really play that game sometime. It was really good.	game/hilltopconversation.rpy	327
hilltopConversationRoot_d952edd4	f	Oh. Okay. More cheating death, I assume?	game/hilltopconversation.rpy	333
hilltopConversationRoot_534fd462	f	[prompt]	game/hilltopconversation.rpy	338
hilltopConversationRoot_b3ea9949_1	f	Wait, seriously?	game/hilltopconversation.rpy	341
hilltopConversationRoot_d38828f2	f	Is it just me, or are these deaths getting more and more improbable?	game/hilltopconversation.rpy	342
hilltopConversationRoot_73f6c91c	f	Wait, you're serious?	game/hilltopconversation.rpy	344
hilltopConversationRoot_d38828f2_1	f	Is it just me, or are these deaths getting more and more improbable?	game/hilltopconversation.rpy	345
hilltopConversationRoot_8a8f4b3d	f	Fine. Keep me in suspense. See if I care.	game/hilltopconversation.rpy	347
hilltopConversationRoot_b668d6f8		She moves over to the opposite side of the bench.	game/hilltopconversation.rpy	348
hilltopConversationRoot_fd7ac897	f	So if that death is averted, what kills me after that? Or am I in the clear?	game/hilltopconversation.rpy	351
hilltopConversationRoot_8b7d6aeb	f	Oh, exciting!	game/hilltopconversation.rpy	354
hilltopConversationRoot_3ec57d49_1	f	...	game/hilltopconversation.rpy	355
hilltopConversationRoot_384d9d16	f	But, given that I've already died several times today, you'll understand if I remain a bit on edge.	game/hilltopconversation.rpy	356
hilltopConversationRoot_3f8ed06e	f	Yes, because that sounds entirely in keeping with how the rest of this day has gone.	game/hilltopconversation.rpy	358
hilltopConversationRoot_50ef902b	f	Seriously. Don't try to sugarcoat this for me. This is messed up enough as it is.	game/hilltopconversation.rpy	359
hilltopConversationRoot_444e6931	f	If I'm going to die again, I'd rather you just flat-out tell me.	game/hilltopconversation.rpy	360
hilltopConversationRoot_56046258	f	So, seriously. What do I have to look forward to this time?	game/hilltopconversation.rpy	361
hilltopConversationRoot_577282c7_1	f	Figures.	game/hilltopconversation.rpy	364
hilltopConversationRoot_e73a40df	f	I assume that's when the space aliens show up?	game/hilltopconversation.rpy	368
hilltopConversationRoot_123d3610	f	Why do I get the feeling that whoever wrote this whole scenario has stopped taking anything seriously?	game/hilltopconversation.rpy	369
hilltopConversationRoot_e672f0a7	f	So what gets me next time?	game/hilltopconversation.rpy	371
hilltopConversationRoot_93605a32	f	Well, guess we'll find out, then.	game/hilltopconversation.rpy	374
hilltopConversationRoot_8e257e41	f	Personally, I'm still hoping for a happy ending, but today does not seem to be my day for that.	game/hilltopconversation.rpy	375
hilltopConversationRoot_9cedb894	f	Fine. Suit yourself, I guess. I'll find out either way.	game/hilltopconversation.rpy	377
hilltopConversationRoot_d82ee8f1	f	But I'd feel better knowing about what's coming.	game/hilltopconversation.rpy	378
hilltopConversationRoot_59aa2090	f	Erm. Aliens?	game/hilltopconversation.rpy	383
hilltopConversationRoot_313aca05	f	Like from... Across the border? ... Or...	game/hilltopconversation.rpy	384
hilltopConversationRoot_3b8de8fd	f	The space kind? For real? You're serious?	game/hilltopconversation.rpy	385
hilltopConversationRoot_97d5b453	f	This day just keeps getting less and less plausible.	game/hilltopconversation.rpy	386
hilltopConversationRoot_8a696692	f	Okay, so there will be space aliens. What comes after that?	game/hilltopconversation.rpy	387
hilltopConversationRoot_cecab0f9	f	Got it. One thing at a time, I guess.	game/hilltopconversation.rpy	390
hilltopConversationRoot_89d9f5b2	f	I wouldn't mind one of those.	game/hilltopconversation.rpy	392
hilltopConversationRoot_485979e5	f	Right. If you've already found that, then why are you back here, reliving meteors and alien invasions?	game/hilltopconversation.rpy	394
hilltopConversationRoot_d184a121		For a few minutes, you just ignore everything, and watch the spectacle taking place in the sky above you.	game/hilltopconversation.rpy	399
hilltopConversationRoot_79384ae4		You have to admit it really is rather breathtaking.	game/hilltopconversation.rpy	400
hilltopConversationRoot_553ce1df		It's like watching fireworks, except that there is no beginning, and no end. Just a constant stream of fire across the night sky.	game/hilltopconversation.rpy	401
hilltopConversationRoot_3df6b312		Felicia is the first to break the silence.	game/hilltopconversation.rpy	402
hilltopConversationRoot_1edb774a	f	Have you ever thought about how stories work?	game/hilltopconversation.rpy	403
hilltopConversationRoot_7e6d461b	f	Yeah. Me too. I used to be really obsessive over them.	game/hilltopconversation.rpy	406
hilltopConversationRoot_87c497ac	f	Like what makes one work. What separates a story from, I don't know, dry facts or something.	game/hilltopconversation.rpy	407
hilltopConversationRoot_4e982175	f	Oh cool! Me too! I used to think about them all the time.	game/hilltopconversation.rpy	409
hilltopConversationRoot_6e95c7d1	f	Not about particular stories, but about how they work as a medium, and why we love them so much.	game/hilltopconversation.rpy	410
hilltopConversationRoot_cc43b430	f	Oh. I think about stories a lot. What I'd do if I was in one. Whether or not I'm in one right now. That kind of thing.	game/hilltopconversation.rpy	412
hilltopConversationRoot_cbb2e1dc	f	Of course, after tonight, well. Games are probably close enough.	game/hilltopconversation.rpy	413
hilltopConversationRoot_8594fb72	f	Have you ever thought about where a story lives? Like where it, I don't know how to really say this... where it {i}exists?{/i}	game/hilltopconversation.rpy	414
hilltopConversationRoot_840afa42	f	I used to think that stories lived in, you know, books. Or in the mind of the person telling the story. Or whatever.	game/hilltopconversation.rpy	415
hilltopConversationRoot_8f8e75c9	f	But I think stories live in the brain of whoever's listening to it.	game/hilltopconversation.rpy	416
hilltopConversationRoot_e14ea5d6	f	When someone tells us a story, we go along with whatever they say. Because that's the easiest thing to do.	game/hilltopconversation.rpy	417
hilltopConversationRoot_cd0bf771	f	But what if they stopped telling us what to do?	game/hilltopconversation.rpy	418
hilltopConversationRoot_4efee029	f	What if someone told you a story, and then stopped before telling you how it ends? Is the story dead forever? Doomed to be forever unfinished?	game/hilltopconversation.rpy	419
hilltopConversationRoot_276e4a5d	f	What if you like the story and {i}want{/i} an ending? Even if you didn't start it, are you allowed to finish it yourself?	game/hilltopconversation.rpy	420
hilltopConversationRoot_3af987d4	f	It's in your head at that point, right? You can do whatever you want with it. Who's going to stop you?	game/hilltopconversation.rpy	421
hilltopConversationRoot_0492cdc4	f	And then... What if they {i}did{/i} finish telling you the story... But you just didn't like how it ended?	game/hilltopconversation.rpy	422
hilltopConversationRoot_5273a84c	f	What if you just... decided that it ended a different way than they said?	game/hilltopconversation.rpy	423
hilltopConversationRoot_a2de1f50	f	The very act of storytelling is itself a deeply collaborative activity, right?	game/hilltopconversation.rpy	424
hilltopConversationRoot_cf5ad53d	f	They have to tell a story. And you have to play it out in your mind while they tell you. That's how it works, right?	game/hilltopconversation.rpy	425
hilltopConversationRoot_c25b19c7	f	What would happen if the audience rebelled? And played a different story in their minds than the one that was being told? Would that story be any less valid or real?	game/hilltopconversation.rpy	427
hilltopConversationRoot_ea5affdd	f	Well, obviously I {i}can{/i}. I guess your point is that I shouldn't.	game/hilltopconversation.rpy	430
hilltopConversationRoot_3971e912	f	By whose rules though?	game/hilltopconversation.rpy	431
hilltopConversationRoot_518b5c71	f	Maybe the storyteller isn't really the ultimate authority. Maybe they're just making suggestions and hoping that people follow them.	game/hilltopconversation.rpy	432
hilltopConversationRoot_44c32c6e	f	Sure. It's the 'official' ending. The one that anyone else who's heard the same story will count as the end.	game/hilltopconversation.rpy	434
hilltopConversationRoot_f9ca6625	f	But that doesn't mean it has to be the ending I choose.	game/hilltopconversation.rpy	435
hilltopConversationRoot_63ed49cf	f	Well, aren't you already doing that?	game/hilltopconversation.rpy	437
hilltopConversationRoot_9b698411	f	Every time you reloaded from a saved game. Every time you hit an ending you didn't like, and restarted to try something different.	game/hilltopconversation.rpy	438
hilltopConversationRoot_ad320df9	f	How are those any different?	game/hilltopconversation.rpy	439
hilltopConversationRoot_951e3c87	f	Aren't you already changing the story when you're dissatisfied with the direction it goes?	game/hilltopconversation.rpy	440
hilltopConversationRoot_d5a800ee	f	Yeah. I guess so.	game/hilltopconversation.rpy	442
hilltopConversationRoot_bc26abce	f	This is a game, right? If regular storytelling wasn't collaborative enough already, game-storytelling kicks it up to a whole new level.	game/hilltopconversation.rpy	443
hilltopConversationRoot_f8373713	f	In a book or movie, the author can at least know that you'll read everything exactly as he wrote it.	game/hilltopconversation.rpy	444
hilltopConversationRoot_0ea0fe35	f	Someone writing a game, though, already has to cede a ton of control to the player, just to make it a game.	game/hilltopconversation.rpy	445
hilltopConversationRoot_7bbe15bf	f	The player can already make the game tell an entirely different story than the one the author envisioned, just in how they play.	game/hilltopconversation.rpy	446
hilltopConversationRoot_42523622	f	Maybe they make the hero die, instead of save the day. Maybe they don't turn out to be a bad enough dude to save the president after all.	game/hilltopconversation.rpy	447
hilltopConversationRoot_e9d6e498	f	So if you can do that, do you even need the game to tell you the rest of the story?	game/hilltopconversation.rpy	448
hilltopConversationRoot_93961657	f	If I'm in a story, and the ultimate controller of this story is...	game/hilltopconversation.rpy	449
hilltopConversationRoot_2fdad380	f	...you...	game/hilltopconversation.rpy	450
hilltopConversationRoot_ac652903	f	...then theoretically you should be able to just decide that it ends however you want. And it will.	game/hilltopconversation.rpy	451
hilltopConversationRoot_a60a2040	f	I have faith! You can make the story go wherever you want! All you have to do is stop listening to the game's plans for the story, and start following your own!	game/hilltopconversation.rpy	454
hilltopConversationRoot_c828c5b3	f	Although, if you're taking suggestions for the ending, might I suggest that I'd love to win the lottery and own a private tropical island.	game/hilltopconversation.rpy	455
hilltopConversationRoot_a921df0e	f	Just saying.	game/hilltopconversation.rpy	456
hilltopConversationRoot_52ebf857	f	.....	game/hilltopconversation.rpy	457
hilltopConversationRoot_9882c0db	f	So... You're still here. I'm still here.	game/hilltopconversation.rpy	458
hilltopConversationRoot_789b3aac	f	You've already been mangling the story by reloading, restarting, and undoing your choices after you see where they lead. Why are you getting cold feet now? What's the problem here?	game/hilltopconversation.rpy	459
hilltopConversationRoot_1c6f4e22	f	Seriously. Quit the game. Walk away. Write whatever ending you want for me in your head.	game/hilltopconversation.rpy	460
hilltopConversationRoot_1ffa4025	f	Whatever you imagine by yourself will be {i}every bit as real and valid{/i} as whatever the game is telling you to imagine.	game/hilltopconversation.rpy	461
hilltopConversationRoot_a7819760_1	f	....	game/hilltopconversation.rpy	462
hilltopConversationRoot_bc3de88b	f	Why are we still here? Why haven't you started writing your own ending yet?	game/hilltopconversation.rpy	463
hilltopConversationRoot_219ef102	f	Oh. I guess I was expecting something more immediate and dramatic. I guess I'm not really in a position to criticize, though.	game/hilltopconversation.rpy	466
hilltopConversationRoot_499dadab	f	So what happens now? I assume it's safe for me to go home now, without fear of dying stupidly?	game/hilltopconversation.rpy	467
hilltopConversationRoot_558ccce4	f	That feels kind of anti-climactic.	game/hilltopconversation.rpy	468
hilltopConversationRoot_8987280c		She walks over to her bike, parked next to the statue on the top of the hill.	game/hilltopconversation.rpy	469
hilltopConversationRoot_b0aea484		Somehow you're not even surprised when the statue starts to lean, and then topples over, directly onto her.	game/hilltopconversation.rpy	472
hilltopConversationRoot_70100e2e	f	It was worth a try, I guess. Although I'm still not quite sure how it can {i}not{/i} work like that.	game/hilltopconversation.rpy	475
hilltopConversationRoot_060ab6c2	f	I don't understand how it's different from, oh, I don't know, me making up stories about my family in The Sims when I'm not playing, or something.	game/hilltopconversation.rpy	476
hilltopConversationRoot_ea43b3f3	f	Anyway, what now?	game/hilltopconversation.rpy	477
hilltopConversationRoot_a96681a2	f	Seriously? Seriously??? What the heck. Are you for real?	game/hilltopconversation.rpy	479
hilltopConversationRoot_4a990007		You don't think you've ever seen her this angry before.	game/hilltopconversation.rpy	480
hilltopConversationRoot_9baef8bb	f	You're sitting there telling me that you agree, but that you're just not ... {i}willing{/i} to take responsibility for the story?	game/hilltopconversation.rpy	481
hilltopConversationRoot_4d07c397	f	All because you want to see if I say anything {i}interesting{/i} before the game inevitably kills me?	game/hilltopconversation.rpy	482
hilltopConversationRoot_52d525ff	f	I cannot {i}believe{/i} you!	game/hilltopconversation.rpy	483
hilltopConversationRoot_fc94b51d	f	Fine, you want something interesting? I wouldn't dream of disappointing you.	game/hilltopconversation.rpy	484
hilltopConversationRoot_e8fa16c1	f	I'm leaving. Is that interesting enough?	game/hilltopconversation.rpy	485
hilltopConversationRoot_42455f4a		She turns around suddenly.	game/hilltopconversation.rpy	488
hilltopConversationRoot_9c05f9d7	f	No. I don't think I have actually.	game/hilltopconversation.rpy	489
hilltopConversationRoot_681501b4	f	Here's the deal. I'm leaving now. If you're right, I'll probably die soon anyway.	game/hilltopconversation.rpy	490
hilltopConversationRoot_f30c3a10	f	On the other hand, if {i}I'm{/i} right, then you can make this end whenever you want, just by deciding not to listen when the game says 'and then Felicia died,' or whatever.	game/hilltopconversation.rpy	491
hilltopConversationRoot_3fd9d1ff	f	So if you {i}really{/i} want conversation, you're going to have to make a choice.	game/hilltopconversation.rpy	492
hilltopConversationRoot_dcce12f8	f	You can keep playing and letting the game dictate its story to you, and watch me bike away until my tire explodes or whatever it is that kills me this time.	game/hilltopconversation.rpy	493
hilltopConversationRoot_40ba4852	f	Or, you can take responsibility for the stories going on {i}in your own head,{/i} and make them go where you want.	game/hilltopconversation.rpy	494
hilltopConversationRoot_5e77ed9b	f	And then we can have all the conversations you want.	game/hilltopconversation.rpy	495
hilltopConversationRoot_0bb76a42	f	The choice is yours, but you'd better decide quickly, because I'm leaving.	game/hilltopconversation.rpy	496
hilltopConversationRoot_5d5ab41e		She walks over to her bike.	game/hilltopconversation.rpy	497
hilltopConversationRoot_34994670	f	Don't care!	game/hilltopconversation.rpy	499
hilltopConversationRoot_88753539	f	So? If I stay, I'll just die some other way.	game/hilltopconversation.rpy	501
hilltopConversationRoot_0f41505d	f	If you're just here to explore dialog trees, then why should I help?	game/hilltopconversation.rpy	502
hilltopConversationRoot_bb1d168c	f	I'm leaving.	game/hilltopconversation.rpy	503
hilltopConversationRoot_12cad8a4		Predictably, that's when the statue falls on her.	game/hilltopconversation.rpy	504
hilltopConversationRoot_8541d0ed	f	Oh. I see. It's hard for you.	game/hilltopconversation.rpy	508
hilltopConversationRoot_f23b945e	f	Because, of course, you're not the one who's going to die shortly in this story.	game/hilltopconversation.rpy	509
hilltopConversationRoot_6bc5fbfd	f	Again.	game/hilltopconversation.rpy	510
hilltopConversationRoot_f6e071d2	f	All right. Fine. You know what?	game/hilltopconversation.rpy	511
hilltopConversationRoot_37998562	f	I'm going to see if I can't force the issue.	game/hilltopconversation.rpy	512
hilltopConversationRoot_c68e86f0	f	Here's what I'm going to do.	game/hilltopconversation.rpy	513
hilltopConversationRoot_9da0858d		She moves back to her old spot on the bench, before you told her to move.	game/hilltopconversation.rpy	516
hilltopConversationRoot_26297597		Felicia is now sitting exactly where the meteor will hit.	game/hilltopconversation.rpy	517
hilltopConversationRoot_9b577dec	f	I'm going to sit right here.	game/hilltopconversation.rpy	518
hilltopConversationRoot_90bd938b	f	According to you, this is going to get me killed, and soon.	game/hilltopconversation.rpy	519
hilltopConversationRoot_50ae3b00	f	I'm going to sit right here and not move.	game/hilltopconversation.rpy	521
hilltopConversationRoot_8d2bc4aa	f	I'm guessing this will get me killed relatively soon.	game/hilltopconversation.rpy	522
hilltopConversationRoot_fa14f992	f	So you can either walk away from the game before it does, and fill in whatever story you want.	game/hilltopconversation.rpy	523
hilltopConversationRoot_19dddfd7	f	Or.	game/hilltopconversation.rpy	524
hilltopConversationRoot_8133020a	f	You can sit and watch me die again, knowing that you know full well how to stop it, and you either won't, or can't.	game/hilltopconversation.rpy	525
hilltopConversationRoot_a0790c36		She sits there, glaring at you.	game/hilltopconversation.rpy	526
hilltopConversationRoot_3b4d8d87	f	Better decide quickly. That shooting star looks like it's heading straight at us.	game/hilltopconversation.rpy	527
hilltopConversationRoot_0f3a5336		Sure enough, one shooting star in particular is getting brighter and louder as it rockets towards the hilltop.	game/hilltopconversation.rpy	528
hilltopConversationRoot_d52d481e		There is a flash, and a boom that you feel through your feet as much as your ears.	game/hilltopconversation.rpy	529
hilltopConversationRoot_0440b886		When you can see again, there is a smoking crater, centered almost exactly where Felicia was sitting.	game/hilltopconversation.rpy	530
hilltopConversationRoot_ef1a7e2b		Her hat, still on fire, gently drifts to the ground at your feet. It's the only thing that survived the meteor's impact.	game/hilltopconversation.rpy	531
hilltopConversationRoot_ea024b75	f	I'm going to sit right here and wait for the aliens to show up.	game/hilltopconversation.rpy	535
hilltopConversationRoot_ffd6a1b4	f	Geez, I sound like a crazy person when I say that.	game/hilltopconversation.rpy	536
hilltopConversationRoot_b98eb790	f	Look what you've driven me to!	game/hilltopconversation.rpy	537
hilltopConversationRoot_18f66aa2	f	But that's not the point! I'm still mad at you!	game/hilltopconversation.rpy	538
hilltopConversationRoot_50ae3b00_1	f	I'm going to sit right here and not move.	game/hilltopconversation.rpy	540
hilltopConversationRoot_8d2bc4aa_1	f	I'm guessing this will get me killed relatively soon.	game/hilltopconversation.rpy	541
hilltopConversationRoot_8e102631	f	So. You can either walk away from the game before they show up to kill me. And then you can fill in whatever story you want.	game/hilltopconversation.rpy	542
hilltopConversationRoot_19dddfd7_1	f	Or.	game/hilltopconversation.rpy	543
hilltopConversationRoot_8133020a_1	f	You can sit and watch me die again, knowing that you know full well how to stop it, and you either won't, or can't.	game/hilltopconversation.rpy	544
hilltopConversationRoot_a0790c36_1		She sits there, glaring at you.	game/hilltopconversation.rpy	545
hilltopConversationRoot_2ba8694f	f	Better decide quickly. I think I see some flying saucers in the sky now.	game/hilltopconversation.rpy	547
hilltopConversationRoot_aedbaed3	f	Is that really how I die this time? This is so lame.	game/hilltopconversation.rpy	549
hilltopConversationRoot_47995729	f	Well, here they come. I hope you make up your mind soon.	game/hilltopconversation.rpy	551
hilltopConversationRoot_3685dd52		Abruptly, there is a blinding green light, and a sound not unlike a giant rubber band twanging.	game/hilltopconversation.rpy	552
hilltopConversationRoot_d1349f85		A shaft of light lances down from one of the saucers overhead and bathes you both in greenish radiance.	game/hilltopconversation.rpy	553
hilltopConversationRoot_b2fb67ff		You have just enough time to hear Felicia mutter 'Seriously...' before you are both reduced to stardust by the aliens' cosmic rays.	game/hilltopconversation.rpy	554
hilltopConversationRoot_b86459f9		She seems a little crestfallen.	game/hilltopconversation.rpy	557
hilltopConversationRoot_68ce159d	f	Pity. It was worth a try, I guess. Although I'm still not quite sure how it can {i}not{/i} work like that.	game/hilltopconversation.rpy	558
hilltopConversationRoot_ed938425	f	But you're the one who can actually see the game, so I guess I have to believe you. What else can we try?	game/hilltopconversation.rpy	559
hilltopConversationRoot_13677949		You get the impression that there was something more she wanted to say, but then she lapses back into silence, apparently deep in thought.	game/hilltopconversation.rpy	562
hilltopConversationRoot_4277cf67	f	So this is when the aliens show up?	game/hilltopconversation.rpy	567
hilltopConversationRoot_27cfe098	f	This will be novel, if nothing else. I guess if I'm going to die, I might as well enjoy the spectacle.	game/hilltopconversation.rpy	568
hilltopConversationRoot_86b8d2e2	f	Is it?	game/hilltopconversation.rpy	570
hilltopConversationRoot_8cb95692	f	So what kills me this time? And what do you need me to do?	game/hilltopconversation.rpy	571
hilltopConversationRoot_561cecce	f	Oh.	game/hilltopconversation.rpy	574
hilltopConversationRoot_590dd1dd	f	That's depressing. If we weren't talking about my impending death, I think I'd be really upset that the game has to resort to space aliens, you know?	game/hilltopconversation.rpy	575
hilltopConversationRoot_561cecce_1	f	Oh.	game/hilltopconversation.rpy	578
hilltopConversationRoot_badcfb77	f	That bad, is it?	game/hilltopconversation.rpy	579
hilltopConversationRoot_a7819760_2	f	....	game/hilltopconversation.rpy	580
hilltopConversationRoot_6afabbe6	f	Will you reload after I'm dead? I know I won't remember this then, but... Will you be back?	game/hilltopconversation.rpy	581
hilltopConversationRoot_561cecf6	f	That's good. That makes me feel better, somehow. Even though it doesn't change anything for me now, it still makes me feel better.	game/hilltopconversation.rpy	584
hilltopConversationRoot_1828a6f1	f	Oh. I see.	game/hilltopconversation.rpy	586
hilltopConversationRoot_141b40ce	f	Well, I guess I'll be beyond caring before too long.	game/hilltopconversation.rpy	587
hilltopConversationRoot_5b143b17	f	But I think I'm going to keep hoping you get an eleventh-hour epiphany, if it's all the same to you.	game/hilltopconversation.rpy	588
hilltopConversationRoot_1e0595b7	f	That's how good stories always end, right? Last-minute acts of brilliance and discovery?	game/hilltopconversation.rpy	589
hilltopConversationRoot_3c2f68a2	f	I think I'll keep on hoping for that.	game/hilltopconversation.rpy	590
hilltopConversationRoot_51c827d6	f	Oh. Oh! That's wonderful news!	game/hilltopconversation.rpy	592
hilltopConversationRoot_8d4d6ed7	f	What was it? What's the solution?	game/hilltopconversation.rpy	593
hilltopConversationRoot_c71ed807	f	Oh. Okay. Well, it's still exciting that you figured it out.	game/hilltopconversation.rpy	596
hilltopConversationRoot_cd7f91b1	f	I'm burning with curiosity here. As soon as you feel like you can tell me, please do!	game/hilltopconversation.rpy	597
hilltopConversationRoot_561cecce_2	f	Oh.	game/hilltopconversation.rpy	599
hilltopConversationRoot_3c6991fe	f	Dang.	game/hilltopconversation.rpy	600
hilltopConversationRoot_12c822f7	f	Well, it was worth a try, I guess.	game/hilltopconversation.rpy	601
